hotspot,month,lat,lon,violations
G0112,2023-11-01,12.93090860869565,77.6067113826087,23
G0112,2023-12-01,12.930906077536232,77.60642028985507,138
G0112,2024-01-01,12.930884087313434,77.60657790597014,134
G0112,2024-02-01,12.930911437931035,77.60682737931035,29
G0112,2024-03-01,12.930903908333335,77.6064765,12
G0112,2024-04-01,12.93087219375,77.606380075,16
G0113,2023-11-01,12.971288922727274,77.71210181363637,22
G0113,2023-12-01,12.971697715587167,77.7118735302285,68
G0113,2024-01-01,12.971765029743588,77.71181729128206,195
G0113,2024-02-01,12.971595671930102,77.71197013899226,128
G0113,2024-03-01,12.971434364035089,77.71202101140351,114
G0113,2024-04-01,12.971554500000002,77.7120252,6
G0114,2023-11-01,13.047464928846153,77.57606338461538,104
G0114,2023-12-01,13.047430482051283,77.57592542051282,78
G0114,2024-01-01,13.047518452884615,77.57593495,104
G0114,2024-02-01,13.047589770833335,77.57608530238096,168
G0114,2024-03-01,13.04750009764706,77.57576448627451,255
G0114,2024-04-01,13.047442139130435,77.57581071352658,207
G0117,2023-11-01,12.922920999999999,77.651476368,25
G0117,2023-12-01,12.922822733642956,77.65146369769046,14
G0117,2024-01-01,12.9229229,77.65147758,10
G0117,2024-02-01,12.922993700000001,77.65145982727273,11
G0117,2024-03-01,12.923090277777778,77.6515189,9
G0117,2024-04-01,12.92283425,77.65147019999999,6
G0118,2023-11-01,13.0549996,77.534814,1
G0118,2023-12-01,13.055107335714286,77.53476840714286,14
G0118,2024-01-01,13.05506558,77.53464179,10
G0118,2024-02-01,13.055030517857144,77.53468430714285,28
G0118,2024-03-01,13.0550172,77.53457418571429,7
G0119,2023-11-01,12.972367877430605,77.60728918104834,209
G0119,2023-12-01,12.97132677189056,77.60706488617849,343
G0119,2024-01-01,12.971834700660066,77.60719991518152,303
G0119,2024-02-01,12.972322816612378,77.60752766319219,307
G0119,2024-03-01,12.971219824999999,77.60705187272727,44
G0119,2024-04-01,12.97300581,77.60746515,20
G0121,2023-11-01,13.028938976456534,77.5395047844681,47
G0121,2023-12-01,13.029024556697083,77.53967283985902,64
G0121,2024-01-01,13.02913104076994,77.53970028129378,50
G0121,2024-02-01,13.029056792857144,77.53995174285714,14
G0121,2024-03-01,13.029005255882353,77.53983544411764,34
G0121,2024-04-01,13.029020821428572,77.53927128571429,14
G0122,2023-11-01,12.946067136842105,77.58756431578948,19
G0122,2023-12-01,12.94603287,77.5875437,10
G0122,2024-02-01,12.946267616666667,77.58788993333333,6
G0122,2024-03-01,12.946200904081632,77.58776893265306,49
G0122,2024-04-01,12.94607383814649,77.58765277292446,12
G0123,2023-11-01,12.959258444444444,77.65686931111111,9
G0123,2023-12-01,12.959406096875,77.656321015625,32
G0123,2024-01-01,12.959394133333333,77.6562126,3
G0123,2024-02-01,12.959315952882585,77.6561829976225,15
G0123,2024-03-01,12.9593845,77.6566342,1
G0123,2024-04-01,12.9593211,77.6569776,2
G0124,2023-11-01,13.037010299999999,77.57451965,2
G0124,2024-01-01,13.037445966666667,77.57475822777778,18
G0124,2024-02-01,13.037025633333334,77.57467215185186,27
G0124,2024-03-01,13.036993209090909,77.57453016666668,33
G0125,2023-11-01,13.008513691071428,77.54300220178571,56
G0125,2023-12-01,13.008540839215687,77.54299476078431,102
G0125,2024-01-01,13.008574473333333,77.54306472333334,30
G0125,2024-02-01,13.008589663157895,77.54315086842105,19
G0125,2024-03-01,13.008515557142857,77.54320084285713,7
G0125,2024-04-01,13.0084657,77.54282015,2
G0126,2023-11-01,13.062857932142858,77.59232990357143,56
G0126,2023-12-01,13.063137549999999,77.59192633157895,76
G0126,2024-01-01,13.063061841666666,77.59189613333334,36
G0126,2024-02-01,13.063052624637681,77.59195259710145,69
G0126,2024-03-01,13.062979166666667,77.59211273030303,33
G0126,2024-04-01,13.0634365,77.5912551,4
G0127,2023-11-01,12.917299542866353,77.6725691351282,39
G0127,2023-12-01,12.917100752272727,77.67285321363636,44
G0127,2024-01-01,12.91721799318182,77.67280702272727,44
G0127,2024-02-01,12.917078132056556,77.67272053483872,31
G0127,2024-03-01,12.916853793939394,77.67293915454546,66
G0127,2024-04-01,12.917220721428572,77.67266329285714,14
G0129,2023-12-01,12.895082422222222,77.59925472222223,9
G0129,2024-01-01,12.894909857142858,77.59917929999999,7
G0129,2024-02-01,12.8949828375,77.599203925,16
G0129,2024-03-01,12.895044363829786,77.5992435255319,47
G0129,2024-04-01,12.89509059,77.59921732000001,10
G0130,2023-11-01,12.91178084375,77.63807999464287,112
G0130,2023-12-01,12.911655354063603,77.63811841413427,283
G0130,2024-01-01,12.911705298333333,77.63810959888889,180
G0130,2024-02-01,12.911509800000001,77.63810244903847,104
G0130,2024-03-01,12.911722738461538,77.63817051538462,39
G0130,2024-04-01,12.91162634,77.63807868857143,35
G0131,2023-11-01,12.996730733333335,77.56854793333333,3
G0131,2023-12-01,12.99724682,77.56831972307691,65
G0131,2024-01-01,12.99719862631579,77.5683562631579,19
G0131,2024-02-01,12.9971333875,77.56835636666666,48
G0131,2024-03-01,12.997075483333333,77.56843137333334,30
G0131,2024-04-01,12.997248838888888,77.56839536666666,18
G0132,2023-11-01,12.970081130604461,77.6102711909119,28
G0132,2023-12-01,12.970237771428572,77.61022030000001,7
G0132,2024-01-01,12.970273466666667,77.61025605555557,9
G0132,2024-02-01,12.970229933333334,77.6102666,3
G0132,2024-03-01,12.97008011111111,77.6102468,18
G0132,2024-04-01,12.970398750000001,77.61025855,2
G0134,2023-11-01,12.94148602646976,77.69660188234194,10
G0134,2023-12-01,12.941704227272727,77.69657222727272,11
G0134,2024-01-01,12.94167262946982,77.69661996731955,33
G0134,2024-02-01,12.94155996756671,77.69673146917866,16
G0134,2024-03-01,12.9420984786595,77.69695552130676,26
G0136,2023-11-01,13.02323725,77.5931425,6
G0136,2023-12-01,13.02269846656051,77.5926970178344,314
G0136,2024-01-01,13.021890781818183,77.59289893636364,11
G0136,2024-02-01,13.022752999999998,77.59287724285716,7
G0136,2024-03-01,13.021706933333334,77.59249663333334,3
G0138,2023-11-01,12.9333211,77.630739,1
G0138,2023-12-01,12.93357215,77.630450725,4
G0138,2024-01-01,12.93387005,77.6301918,2
G0138,2024-02-01,12.93361762,77.630465256,25
G0138,2024-03-01,12.933761138095239,77.63043330476191,21
G0138,2024-04-01,12.933777650000001,77.63041961666666,12
G0139,2023-11-01,12.911824518181819,77.6445837,11
G0139,2024-01-01,12.9117571,77.6445297,1
G0139,2024-02-01,12.911998238461539,77.64441331153846,26
G0139,2024-03-01,12.91193903,77.64449589,10
G0139,2024-04-01,12.912013173333333,77.64449534666666,15
G0140,2023-11-01,12.987275319444443,77.51957072777778,36
G0140,2023-12-01,12.986915164,77.519432124,25
G0140,2024-01-01,12.986870198148146,77.51917913518518,54
G0140,2024-02-01,12.987021834782608,77.51926307173913,46
G0140,2024-03-01,12.987228020750164,77.51927720289638,31
G0140,2024-04-01,12.987323100000001,77.5193824,2
G0141,2023-11-01,12.913591338235294,77.60526258333333,102
G0141,2023-12-01,12.91361040782123,77.6054596519553,179
G0141,2024-01-01,12.91356214102564,77.60478341282051,39
G0141,2024-03-01,12.913614438461538,77.60549134615384,13
G0143,2023-11-01,12.9892994,77.5006167,15
G0143,2023-12-01,12.989336338461538,77.50067977692308,13
G0143,2024-01-01,12.989293489552239,77.50059217910449,67
G0143,2024-02-01,12.989275416,77.50044656,25
G0143,2024-03-01,12.989266369090908,77.50046132181818,55
G0143,2024-04-01,12.989227290476192,77.50050825714285,21
G0144,2023-12-01,12.99974385,77.62530415,2
G0144,2024-01-01,12.999348692857142,77.62483309285713,14
G0144,2024-02-01,12.999360752222222,77.62489327333334,90
G0144,2024-03-01,12.999533921212121,77.62504435151516,33
G0144,2024-04-01,12.9996266,77.6251992,3
G0145,2023-11-01,12.912340395833333,77.68126855416666,24
G0145,2023-12-01,12.912410808333334,77.68105446666667,12
G0145,2024-01-01,12.912248576923076,77.68144206923077,13
G0145,2024-02-01,12.912373092857143,77.68115242857142,14
G0145,2024-03-01,12.912401645454544,77.68103017272728,11
G0145,2024-04-01,12.912275549999999,77.68139173333333,6
G0149,2023-11-01,12.909438201449186,77.5499271716173,37
G0149,2023-12-01,12.909780279528373,77.55028441482736,7
G0149,2024-01-01,12.909723555523724,77.55016027198374,9
G0149,2024-02-01,12.909794905890795,77.55009445038455,23
G0149,2024-03-01,12.909778344141618,77.55006146401072,9
G0149,2024-04-01,12.909144691190926,77.54935790933779,1
G0150,2023-11-01,13.001109450000001,77.6126771,2
G0150,2023-12-01,13.001104272222221,77.61230082777779,18
G0150,2024-01-01,13.001014171052631,77.61227724210526,38
G0150,2024-02-01,13.001092620833333,77.61222862916667,24
G0150,2024-03-01,13.00080212,77.61194124,5
G0150,2024-04-01,13.00111222,77.6122305,5
G0151,2024-01-01,12.958852443661971,77.66796573098593,71
G0151,2024-02-01,12.958910394117646,77.66804264117647,17
G0151,2024-03-01,12.959023063461538,77.66801935384616,52
G0153,2023-11-01,12.925502949999998,77.61858425,2
G0153,2023-12-01,12.925803633333333,77.61918690714285,42
G0153,2024-01-01,12.925766048571429,77.61922219142858,35
G0153,2024-02-01,12.925785222580645,77.61916416129033,62
G0153,2024-03-01,12.925822632142857,77.61903410357142,28
G0153,2024-04-01,12.9255841,77.6184753,1
G0154,2023-11-01,12.912300872727274,77.6258497,33
G0154,2023-12-01,12.912836058835424,77.62563822290322,62
G0154,2024-01-01,12.912225050956843,77.62578819858548,58
G0154,2024-02-01,12.912092233027522,77.62581664311926,109
G0154,2024-03-01,12.912620998305083,77.6257451881356,59
G0154,2024-04-01,12.912658545454546,77.62574444545454,11
G0155,2023-11-01,12.935004362499999,77.53643174285715,56
G0155,2023-12-01,12.934971477777777,77.5364531060606,99
G0155,2024-01-01,12.934985030769232,77.5365045923077,39
G0155,2024-02-01,12.935029903846155,77.53654457692308,26
G0155,2024-03-01,12.9349638,77.53653022222221,9
G0156,2023-11-01,12.9521291,77.7001578,4
G0156,2023-12-01,12.95228175263028,77.70016734103831,7
G0156,2024-01-01,12.952318687646912,77.70020328037296,32
G0156,2024-02-01,12.95222890425532,77.70018042553191,47
G0156,2024-03-01,12.952416842401995,77.7001782963446,30
G0156,2024-04-01,12.952285726666668,77.70016049333334,15
G0157,2023-11-01,12.97400036969697,77.62329144242425,33
G0157,2023-12-01,12.9738667697479,77.62328644957984,119
G0157,2024-01-01,12.973868731304348,77.62327824956522,115
G0157,2024-02-01,12.973845625,77.62326525535714,56
G0157,2024-03-01,12.973753341666667,77.62308454166666,36
G0157,2024-04-01,12.974039719999999,77.62346044,5
G0158,2023-11-01,13.1441327,77.6178306882353,17
G0158,2023-12-01,13.144153483333334,77.6178439,12
G0158,2024-01-01,13.144332070588236,77.61795755882353,17
G0158,2024-02-01,13.144047576744187,77.61784511395349,43
G0158,2024-03-01,13.1441455625,77.6178419,8
G0158,2024-04-01,13.1441763,77.6178472,1
G0160,2023-12-01,13.06043,77.65217849999999,2
G0160,2024-01-01,13.06054835,77.6521374,4
G0160,2024-02-01,13.0603773,77.6521068,4
G0160,2024-04-01,13.060426765517242,77.65208141206895,58
G0161,2023-12-01,12.990422172222223,77.61210915555556,54
G0161,2024-01-01,12.9905567375,77.612136371875,32
G0161,2024-03-01,12.990534071428572,77.61213861428571,21
G0163,2023-11-01,12.9565783,77.71510470000001,5
G0163,2023-12-01,12.956525050298193,77.71504934277031,25
G0163,2024-01-01,12.956573948979592,77.7149808,49
G0163,2024-02-01,12.95670374205893,77.71499093623723,53
G0163,2024-03-01,12.956555175,77.71504453,20
G0164,2023-11-01,12.993666014999999,77.66248105,40
G0164,2023-12-01,12.99352333894737,77.66232890947369,95
G0164,2024-01-01,12.99359364040404,77.66230601919193,99
G0164,2024-02-01,12.993762148529411,77.66290043480392,204
G0164,2024-03-01,12.993632842050094,77.66291948302745,319
G0164,2024-04-01,12.993518207692308,77.66235887307693,52
G0165,2023-11-01,13.05504578,77.50758582,10
G0165,2023-12-01,13.0548044,77.5076859,2
G0165,2024-01-01,13.055056469565217,77.50762146086957,23
G0165,2024-02-01,13.054954200000001,77.50762178857144,35
G0165,2024-03-01,13.05494237826087,77.50758573043478,23
G0165,2024-04-01,13.0548011,77.5075711,2
G0167,2023-11-01,12.93637074054054,77.69244612702703,74
G0167,2023-12-01,12.93627193068783,77.69242522592593,189
G0167,2024-01-01,12.936426018834787,77.69262572424931,105
G0167,2024-02-01,12.9363135832,77.6923803264,125
G0167,2024-03-01,12.93628155826087,77.69240303217391,115
G0167,2024-04-01,12.936098333333334,77.69264056666667,3
G0168,2023-11-01,13.000010644444444,77.61105933333334,36
G0168,2023-12-01,12.999932574999999,77.61100015277778,144
G0168,2024-01-01,12.999967574342106,77.61103141578947,152
G0168,2024-02-01,12.999997282666667,77.61107649866666,75
G0168,2024-03-01,13.000032798780488,77.6110403390244,82
G0168,2024-04-01,13.000181229999999,77.61104121,10
G0169,2023-11-01,12.9515852625,77.71744609375,16
G0169,2023-12-01,12.951657895999999,77.717476692,25
G0169,2024-01-01,12.951626459523808,77.71745812380952,42
G0169,2024-02-01,12.951370747826086,77.71749281304348,46
G0169,2024-03-01,12.951478446616317,77.71746992461257,148
G0169,2024-04-01,12.951404582608696,77.71746002173913,23
G0170,2023-11-01,12.888333321428572,77.56235873571428,28
G0170,2023-12-01,12.888371470731707,77.56259265609756,41
G0170,2024-01-01,12.888234425,77.56234715625,32
G0170,2024-02-01,12.888241771428572,77.56227589047619,21
G0170,2024-03-01,12.88826598860603,77.562346689327,44
G0170,2024-04-01,12.888290720689655,77.56236692758621,29
G0171,2023-11-01,13.048923430769232,77.49692093076922,13
G0171,2023-12-01,13.0489276,77.49699543333332,36
G0171,2024-01-01,13.04902875,77.49742998416666,24
G0171,2024-02-01,13.0490639,77.49726556666667,3
G0171,2024-03-01,13.049017928571429,77.49739301904762,7
G0171,2024-04-01,13.04891805,77.49765165,4
G0172,2023-11-01,12.8893011625,77.563556425,8
G0172,2023-12-01,12.889169168421052,77.56333718947369,19
G0172,2024-01-01,12.889205414705883,77.56338740588235,34
G0172,2024-02-01,12.888820571428571,77.56337138571428,21
G0172,2024-03-01,12.88972517222222,77.56335432222221,18
G0172,2024-04-01,12.889562860000002,77.56335126,5
G0174,2023-11-01,12.98744672857143,77.73484628571428,7
G0174,2023-12-01,12.98769948362069,77.73474840862069,116
G0174,2024-01-01,12.987428705325444,77.73468987988166,169
G0174,2024-02-01,12.987501316949153,77.7346814141243,177
G0174,2024-03-01,12.986693025862069,77.73391729482759,58
G0174,2024-04-01,12.9879741,77.73406580515464,97
G0176,2023-11-01,12.99629029368421,77.56311859473685,95
G0176,2023-12-01,12.996426776271187,77.56316736271187,59
G0176,2024-01-01,12.996294012048192,77.56317157228915,83
G0176,2024-02-01,12.9963007,77.56316917655172,145
G0176,2024-03-01,12.996336254166666,77.56316604375,96
G0176,2024-04-01,12.996438323333333,77.56306919000001,30
G0178,2023-11-01,12.95637521219512,77.73225447317073,41
G0178,2023-12-01,12.956530366666666,77.73249686666666,9
G0178,2024-01-01,12.956239942857142,77.73201745714286,7
G0178,2024-03-01,12.956422375,77.732020825,4
G0178,2024-04-01,12.95631565,77.73232865,2
G0180,2023-11-01,12.960889810340143,77.52798290615621,120
G0180,2023-12-01,12.960958787068966,77.52788378448275,116
G0180,2024-01-01,12.960991286666667,77.52755810888888,45
G0180,2024-02-01,12.96093810721003,77.52777098181818,319
G0181,2023-11-01,12.91247364803371,77.63454469515942,85
G0181,2023-12-01,12.912484772865831,77.63479663429905,359
G0181,2024-01-01,12.912514389460155,77.63481281722365,389
G0181,2024-02-01,12.912470430337077,77.63432895168539,178
G0181,2024-03-01,12.912481225581397,77.63503238953489,86
G0181,2024-04-01,12.912385670833332,77.63394551666667,24
G0182,2023-11-01,13.0153171,77.555053275,4
G0182,2023-12-01,13.015371284,77.55518412,25
G0182,2024-01-01,13.01538235,77.5552241325,40
G0182,2024-02-01,13.015452760714286,77.55529467857143,28
G0182,2024-03-01,13.01542878840815,77.55527547285335,37
G0182,2024-04-01,13.01540765,77.5552906,2
G0183,2023-11-01,12.9833867125,77.6135263,16
G0183,2023-12-01,12.983533571428572,77.6135974142857,7
G0183,2024-01-01,12.983348033333334,77.61338173333333,3
G0183,2024-02-01,12.9835092,77.6135536,1
G0183,2024-03-01,12.983249047619049,77.6132800952381,42
G0183,2024-04-01,12.98325725625,77.6133553,16
G0184,2023-11-01,13.097555184,77.59897410800001,50
G0184,2023-12-01,13.097173570099669,77.59948378139535,301
G0184,2024-01-01,13.09709289111111,77.59954685333334,45
G0184,2024-02-01,13.097087282857142,77.59949671857143,70
G0184,2024-03-01,13.09716206728972,77.59948514112149,214
G0184,2024-04-01,13.097230537837838,77.59925064864865,37
G0185,2023-12-01,12.97015403,77.71259692999999,10
G0185,2024-01-01,12.970233078947368,77.71263242105263,19
G0185,2024-02-01,12.97023844885534,77.71259135838012,17
G0185,2024-03-01,12.97029556875,77.71255653125,16
G0185,2024-04-01,12.970510042921426,77.71269515542603,1
G0187,2023-11-01,12.940525300000001,77.52452339999999,2
G0187,2023-12-01,12.940561153571428,77.52470246785715,28
G0187,2024-01-01,12.940586204545456,77.52468088863635,88
G0187,2024-03-01,12.940589750000001,77.52467451,10
G0188,2023-11-01,13.040189283333333,77.58973974999999,6
G0188,2023-12-01,13.039635227272727,77.58978431818183,22
G0188,2024-01-01,13.040189291666666,77.58980052083334,24
G0188,2024-02-01,13.040346821875,77.589762578125,32
G0188,2024-03-01,13.040056471428572,77.58962685714286,7
G0188,2024-04-01,13.040224025,77.58945109999999,4
G0189,2023-11-01,13.027187473333333,77.57823515333334,45
G0189,2023-12-01,13.027097419512197,77.57864703414634,41
G0189,2024-01-01,13.0270346,77.57907099047618,21
G0189,2024-02-01,13.027032264285713,77.57918703571428,42
G0189,2024-03-01,13.0270113,77.57857894074074,27
G0189,2024-04-01,13.026959493333333,77.579271845,60
G0190,2023-11-01,12.97228723548387,77.62587531935483,31
G0190,2023-12-01,12.97240643235294,77.62603157058822,34
G0190,2024-01-01,12.972406473333333,77.62609081333333,15
G0190,2024-02-01,12.972471676923076,77.62600656153846,13
G0190,2024-03-01,12.97258025,77.62604544999999,2
G0190,2024-04-01,12.9720643,77.6257207,1
G0191,2023-11-01,12.960616666666667,77.70154026666667,3
G0191,2023-12-01,12.960442358823528,77.70159199411765,17
G0191,2024-01-01,12.960891115151515,77.70166334242424,33
G0191,2024-02-01,12.960811049999998,77.701678425,24
G0191,2024-03-01,12.960438031708224,77.7016064318436,22
G0191,2024-04-01,12.960559799999999,77.70163976666667,3
G0192,2023-11-01,12.81837435,77.68901505,2
G0192,2023-12-01,12.818196635000001,77.689298905,20
G0192,2024-01-01,12.818133323076923,77.68936375692309,65
G0192,2024-02-01,12.818288,77.68975808333333,6
G0192,2024-04-01,12.818253633333333,77.68990461666667,6
G0193,2023-11-01,13.034561854166666,77.62363016249999,24
G0193,2023-12-01,13.034666481818183,77.6242957987013,77
G0193,2024-01-01,13.034646405825242,77.62454884563107,103
G0193,2024-02-01,13.03491839032258,77.62485019032258,31
G0193,2024-03-01,13.034602846341464,77.6238230292683,41
G0194,2023-11-01,12.978263268085104,77.62865113829787,47
G0194,2023-12-01,12.978209761538462,77.62865486923077,26
G0194,2024-01-01,12.978242996923077,77.62864123076923,65
G0194,2024-02-01,12.97813384736842,77.6285926,19
G0194,2024-03-01,12.978340605555555,77.62877554444444,18
G0194,2024-04-01,12.9782166,77.628693125,4
G0197,2023-11-01,12.99802152,77.5815923,10
G0197,2023-12-01,12.9983677,77.58185,4
G0197,2024-01-01,12.998345864102564,77.58179824615384,39
G0197,2024-02-01,12.998332908333333,77.58186574583333,24
G0197,2024-03-01,12.998380766666665,77.58185939074075,54
G0198,2023-12-01,12.963556070347495,77.73307777336966,6
G0198,2024-01-01,12.963620380239892,77.73300818579969,35
G0198,2024-02-01,12.963569427272727,77.73297903636363,11
G0198,2024-03-01,12.963528923076924,77.73306903461538,26
G0198,2024-04-01,12.9635554,77.733005,1
G0199,2023-11-01,12.8966618,77.71999207777777,9
G0199,2023-12-01,12.89664907,77.72007653,10
G0199,2024-01-01,12.89671042,77.720005112,25
G0199,2024-02-01,12.896716815625,77.720002690625,32
G0199,2024-03-01,12.896719165789474,77.72000281578947,38
G0199,2024-04-01,12.89669441,77.71996931,10
G0202,2023-11-01,13.050459038461538,77.52550087692308,13
G0202,2023-12-01,13.050473676190476,77.52556753333333,21
G0202,2024-01-01,13.050499080232559,77.52554332965116,172
G0202,2024-02-01,13.05045906097561,77.52548496829269,41
G0204,2023-11-01,13.057074556666667,77.54740345333333,30
G0204,2023-12-01,13.056962595238096,77.54704782380952,42
G0204,2024-01-01,13.05690235882353,77.54723978235293,17
G0204,2024-02-01,13.05692416590909,77.547228425,44
G0204,2024-03-01,13.056958361538461,77.5473291923077,13
G0204,2024-04-01,13.05685985,77.54690004375,16
G0205,2023-11-01,12.971513479999999,77.50750263,10
G0205,2023-12-01,12.971582473333335,77.50758462666666,15
G0205,2024-01-01,12.971561170370371,77.50755359629629,27
G0205,2024-02-01,12.971366564705884,77.50739143529412,17
G0205,2024-03-01,12.971505096296298,77.50753589629629,27
G0207,2023-11-01,13.029140016666666,77.57087125,6
G0207,2023-12-01,13.029055928125,77.5708370375,32
G0207,2024-01-01,13.02917145,77.57077855,2
G0207,2024-02-01,13.029044211111112,77.57085711666667,18
G0207,2024-03-01,13.02904185283019,77.57080246415094,53
G0207,2024-04-01,13.02901068076923,77.57080683076923,26
G0208,2023-11-01,13.05003514,77.59289863333333,15
G0208,2023-12-01,13.049869645945947,77.59305060945947,148
G0208,2024-01-01,13.049875988372092,77.59307311511628,86
G0208,2024-02-01,13.05011903960396,77.5930530138614,101
G0208,2024-03-01,13.050344864444444,77.59312806,45
G0208,2024-04-01,13.050333080952381,77.59284463333333,21
G0210,2023-11-01,12.909543368421053,77.64451721052632,57
G0210,2024-02-01,12.909042666666666,77.64452953333334,3
G0212,2023-11-01,12.925223366666666,77.63354936666667,6
G0212,2023-12-01,12.925479333333334,77.6334675,9
G0212,2024-01-01,12.925283577419355,77.6334351516129,31
G0212,2024-02-01,12.924987116666665,77.6333605,6
G0212,2024-03-01,12.925646365384615,77.63344407692308,26
G0212,2024-04-01,12.925129125,77.63351053333334,12
G0213,2023-11-01,13.041681879999999,77.51443689999999,5
G0213,2023-12-01,13.041712046153846,77.51451306923077,13
G0213,2024-01-01,13.041646746153846,77.51446420769231,13
G0213,2024-02-01,13.041700414285714,77.51447572857144,7
G0213,2024-03-01,13.041751313333332,77.51446626333333,30
G0213,2024-04-01,13.0417084,77.51445945555555,9
G0214,2023-12-01,12.991537857377049,77.6519692672131,61
G0214,2024-01-01,12.99159592162162,77.65254595135134,37
G0215,2023-11-01,12.979197834615386,77.69512051923077,26
G0215,2023-12-01,12.979334537931035,77.69508805344827,58
G0215,2024-01-01,12.979169985106383,77.69523128829788,94
G0215,2024-02-01,12.979158754347825,77.69514409347826,46
G0215,2024-03-01,12.979246296969698,77.69507443030302,99
G0215,2024-04-01,12.979054942857143,77.69529047857144,14
G0216,2023-11-01,12.926839355555556,77.60900508611111,36
G0216,2023-12-01,12.926613466666668,77.60895631111111,9
G0216,2024-01-01,12.927036477777778,77.60903739999999,9
G0216,2024-02-01,12.92702942,77.60906508000001,5
G0216,2024-03-01,12.9269911,77.6090592,2
G0216,2024-04-01,12.9270594,77.6090297,1
G0218,2023-11-01,13.018594307112897,77.55808455351911,61
G0218,2023-12-01,13.018696625164274,77.55795784336104,61
G0218,2024-01-01,13.018445387048503,77.55842636809865,58
G0218,2024-02-01,13.01852131,77.5576566,10
G0218,2024-03-01,13.018899376279071,77.5577687685791,86
G0219,2023-11-01,13.040163105714285,77.51850070571429,35
G0219,2023-12-01,13.03998558918919,77.51838782972973,74
G0219,2024-01-01,13.040046110897435,77.51855573717948,52
G0219,2024-02-01,13.040005101550388,77.5185966255814,43
G0219,2024-03-01,13.040401456,77.518576956,25
G0219,2024-04-01,13.040299077777778,77.51868972222222,9
G0221,2023-11-01,13.09935476,77.59735995999999,5
G0221,2023-12-01,13.099193316666666,77.59739017083334,24
G0221,2024-01-01,13.099364358657267,77.59739213569921,15
G0221,2024-02-01,13.099240742857143,77.59742217142856,14
G0221,2024-03-01,13.099349083353507,77.59737209366138,3
G0221,2024-04-01,13.099218233333334,77.59728573333334,3
G0222,2023-11-01,13.01032082631579,77.69760256842106,38
G0222,2023-12-01,13.010449248571428,77.69759468476191,105
G0222,2024-01-01,13.010393139344263,77.69754589836066,61
G0222,2024-02-01,13.010571045135135,77.69768376648649,37
G0222,2024-03-01,13.010337340425533,77.69754528510639,47
G0222,2024-04-01,13.01028827,77.69751395,10
G0223,2023-11-01,13.184129775,77.687046775,12
G0223,2023-12-01,13.183887355555555,77.68634075555556,9
G0223,2024-01-01,13.183961970212767,77.68651694255318,47
G0223,2024-02-01,13.18407692631579,77.68672468421053,38
G0223,2024-03-01,13.184078485714284,77.68678491428571,7
G0226,2023-12-01,12.851025249438203,77.65741916516853,89
G0227,2023-12-01,12.974423238461538,77.71086935,26
G0227,2024-01-01,12.974304151515152,77.71091265151514,33
G0227,2024-02-01,12.974465528571429,77.71079538571428,7
G0227,2024-03-01,12.97385,77.7110254,1
G0228,2023-11-01,12.906876958139534,77.69647824651163,43
G0228,2023-12-01,12.906860341965418,77.69662949434874,52
G0228,2024-01-01,12.906837766666667,77.69646868333334,6
G0228,2024-02-01,12.906865644444444,77.69652646666667,9
G0228,2024-03-01,12.907213175,77.69600195000001,4
G0228,2024-04-01,12.9068603,77.6964171,3
G0229,2023-11-01,13.053866484375,77.59282160078125,128
G0229,2023-12-01,13.053918900000001,77.59263623636363,11
G0229,2024-02-01,13.0540792,77.5923964,4
G0229,2024-03-01,13.054218879999999,77.59237963999999,5
G0230,2023-11-01,13.033360349999999,77.5582082,2
G0230,2023-12-01,13.033332333333334,77.55828866666667,3
G0230,2024-01-01,13.03361086875,77.55808579375,16
G0230,2024-02-01,13.033366285074626,77.55820416567164,67
G0230,2024-03-01,13.033365300000002,77.55821824358974,39
G0231,2023-11-01,12.931734500000001,77.6959512,4
G0231,2023-12-01,12.931980032000002,77.696201456,25
G0231,2024-01-01,12.932580716666665,77.696496125,12
G0231,2024-02-01,12.932061978571427,77.69614045,14
G0231,2024-03-01,12.932063557142856,77.69607167142856,7
G0231,2024-04-01,12.932204178623408,77.69613189660912,14
G0232,2023-11-01,12.99176881,77.59435241,10
G0232,2023-12-01,12.991771166666666,77.59433755333333,15
G0232,2024-01-01,12.991663528571427,77.59415277142857,7
G0232,2024-02-01,12.991840383333333,77.594368,12
G0232,2024-03-01,12.991815620689655,77.59444923103447,29
G0232,2024-04-01,12.991728550000001,77.5945203,2
G0234,2023-11-01,12.99569123,77.61367824428571,140
G0234,2023-12-01,12.995657235042735,77.61374737948718,117
G0234,2024-01-01,12.995703053164558,77.61366151181434,237
G0234,2024-02-01,12.995691521481483,77.61368122740741,135
G0234,2024-03-01,12.99569101511628,77.61372711627907,86
G0234,2024-04-01,12.9954517,77.614039,2
G0236,2023-11-01,12.9969221,77.6143091,3
G0236,2023-12-01,12.9976487,77.61474129999999,2
G0236,2024-01-01,12.997277033333333,77.61454026666667,3
G0236,2024-02-01,12.997034332,77.614459148,25
G0236,2024-03-01,12.997027940677965,77.61443766101695,59
G0236,2024-04-01,12.997061066666667,77.6144161,6
G0237,2023-11-01,12.8548802,77.6648293,1
G0237,2023-12-01,12.855351388888888,77.66448143333334,9
G0237,2024-01-01,12.855290310638297,77.66461820638298,47
G0237,2024-03-01,12.855250133333334,77.66451536666666,3
G0238,2023-11-01,12.840671775,77.67685605,4
G0238,2023-12-01,12.840728440818332,77.67670845003298,60
